ROW_ID,conversion
361,0.017542753
362,0.012861423
363,0.019248638
364,0.018503103
365,0.10198411
366,0.056673963
367,0.034602128
368,0.007013203
369,0.09006017
370,0.20350984
371,0.0069108573
372,0.019459914
373,0.026412997
374,0.04616963
375,0.0026157121
376,0.014768115
377,0.12051126
378,0.012464924
379,0.014187057
380,0.01432286
381,0.0055833235
382,0.008299656
383,0.0031834687
384,0.0069074812
385,0.25931984
386,0.023992907
387,0.021930732
388,0.06019105
389,0.16039076
390,0.012824136
391,0.0047458033
392,0.025688238
393,0.038806986
394,0.042450108
395,0.015271488
396,0.017749736
397,0.028892344
398,0.014212328
399,0.0034941996
400,0.06797456
401,0.015273459
402,0.009046373
403,0.1934864
404,0.032491628
405,0.04251472
406,0.025018258
407,0.014556748
408,0.0095382845
409,0.01100747
410,0.017701807
411,0.011034475
412,0.1061573
413,0.0033232996
414,0.25052616
415,0.014379611
416,0.045312144
417,0.044623256
418,0.035437763
419,0.062701285
420,0.0028098726
421,0.021894332
422,0.022736693
423,0.05337559
424,0.05524984
425,0.02849269
426,0.14123566
427,0.15126114
428,0.016152948
429,0.029822377
430,0.016948797
431,0.012261582
432,0.008548448
433,0.027068391
434,0.013979325
435,0.017992469
436,0.056679558
437,0.041198134
438,0.044883367
439,0.003719289
440,0.010123991
441,0.012014915
442,0.016887635
443,0.03674906
444,0.057722017
445,0.14937371
446,0.17681617
447,0.016591847
448,0.012234808
449,0.025205383
450,0.15249474
451,0.021854896
452,0.0028328474
453,0.048696913
454,0.0513673
455,0.020025127
456,0.00912643
457,0.117818266
458,0.084483534
459,0.09064035
460,0.00022640178
461,0.07286756
462,0.25866958
463,0.24880758
464,0.006744047
465,0.003283426
466,0.09120319
467,0.094731174
468,0.032452986
469,0.034986503
470,0.07825279
471,0.011681459
472,0.0142415585
473,0.06939796
474,0.0349169
475,0.0075340695
476,0.032136735
477,0.0108439
478,0.05452915
479,0.08870484
480,0.083730586
481,0.008242051
482,0.022262456
483,0.052717745
484,0.043000698
485,0.0017641833
486,0.011471555
487,0.021310387
488,0.0153273195
489,0.00061016734
490,0.07328712
491,0.008828721
492,0.08536922
493,0.23978978
494,0.021250589
495,0.04682098
496,0.045958
497,0.16264068
498,0.06705113
499,0.063622385
500,0.14679395
501,0.06831896
502,0.0034524666
503,0.09050074
504,0.005702589
505,0.06321661
506,0.09346955
507,0.0134044215
508,0.0018672114
509,0.036430683
510,0.01734868
511,0.01356051
512,0.058600113
513,0.059257694
514,0.36320218
515,0.04186594
516,0.000767781
517,0.0017904277
518,0.022239758
519,0.23320597
520,0.0056355
521,0.00667368
522,0.093301386
523,0.06037394
524,0.020926086
525,0.008246017
526,0.023389313
527,0.049823463
528,0.057692457
529,0.0020363494
530,0.13253784
531,0.012774171
532,0.090856746
533,0.17283225
534,0.021298615
535,0.11799525
536,0.0074257087
537,0.010121106
538,0.024798697
539,0.005873254
540,0.18559119
541,0.0033180788
542,0.0053287847
543,0.033537365
544,0.15557072
545,0.013262439
546,0.13842426
547,0.02502687
548,0.0013878404
549,0.004667083
550,0.053303417
551,0.041915793
552,0.28243223
553,0.039867643
554,0.012405148
555,0.02691855
556,0.1588356
557,0.04553878
558,0.015681788
559,0.023611307
560,0.057787396
561,0.065269545
562,0.1612339
563,0.015030348
564,0.053171247
565,0.07175658
566,0.18172047
567,0.013719003
568,0.0028934607
569,0.07178163
570,0.02763951
571,0.045302294
572,0.008259203
573,0.0009052214
574,0.0070449673
575,0.030987607
576,0.006819319
577,0.0023388972
578,0.016324347
579,0.004417632
580,0.010106445
581,0.038668312
582,0.014501836
583,0.0049831206
584,0.020480761
585,0.019470142
586,0.0029142227
587,0.15534307
588,0.0061492724
589,0.10075258
590,0.10583849
591,0.07007942
592,0.04396791
593,0.020423105
594,0.037166823
595,0.24672696
596,0.045619532
597,0.0035069978
598,0.04181085
599,0.029524475
600,0.06222387
601,0.018410878
602,0.17796691
603,0.03021627
604,0.016311634
605,0.14043684
606,0.11144158
607,0.00433509
608,0.01042149
609,0.12321346
610,0.07219081
611,0.025338724
612,0.082604855
613,0.0312519
614,0.0077667325
615,0.029372111
616,0.012852551
617,0.032134384
618,0.10218454
619,0.03602704
620,0.00838471
621,0.059417322
622,0.06651626
623,0.19119541
624,6.721231e-05
625,0.006951095
626,0.020644484
627,0.05742133
628,0.06024475
629,0.10900209
630,0.017525963
631,0.043389928
632,0.09532721
633,0.18926671
634,0.0094715925
635,0.060950268
636,0.008778794
637,0.006997242
638,0.59191793
639,0.0083415825
640,0.062117945
641,0.0727619
642,0.05189361
643,0.07143508
644,0.037568074
645,0.109771244
646,0.00550122
647,0.0094438875
648,0.13866957
649,0.05481246
650,0.017454559
651,0.0040548635
652,0.0115472535
653,0.03704977
654,0.10492258
655,0.065946326
656,0.024434566
657,0.008069243
658,0.105216935
659,0.034918945
660,0.0009123933
661,0.044939727
662,0.020950593
663,0.0392781
664,0.04569697
665,0.014457694
666,0.03704473
667,0.018498195
668,0.028612016
669,0.012450997
670,0.0056927153
671,0.021921258
672,0.009954777
673,0.07085784
674,0.14919648
675,0.023185734
676,0.029819438
677,0.03129321
678,0.0027224077
679,0.005438772
680,0.18206626
681,0.070990086
682,0.01590075
683,0.019122632
684,0.007638103
685,0.013836067
686,0.0044895164
687,0.0014748204
688,0.016164023
689,0.12539794
690,0.027259542
691,0.00844189
692,0.012728512
693,0.028103922
694,0.032377616
695,0.039987825
696,0.07431077
697,0.21787046
698,0.012965412
699,0.00927655
700,0.038695406
701,0.0065116473
702,0.1647292
703,0.012538655
704,0.0028824236
705,0.068171814
706,0.0017136493
707,0.038182154
708,0.03589744
709,0.05905417
710,0.02278827
711,0.026944084
712,0.011723257
713,0.010435484
714,0.13681124
715,0.02663633
716,0.027942546
717,0.065581426
718,0.15467101
719,0.022575466
720,0.042049948
721,0.22070374
722,0.013597452
723,0.048256576
724,0.0057635657
725,0.02883403
726,0.0006224933
727,0.012575862
728,0.0094681
729,0.059326965
730,0.13057633
731,0.013735194
732,0.14302324
733,0.06612225
734,0.0062977155
735,0.111704074
736,0.07397672
737,0.0052459487
738,0.05462601
739,0.16204439
740,0.0032192892
741,0.0032930437
742,0.052010853
743,0.029080791
744,0.024555145
745,0.051852427
746,0.017968144
747,0.029211206
748,0.06669282
749,0.018920511
750,0.039133687
751,0.03998995
752,0.001016458
753,0.23935747
754,0.022208523
755,0.0047107083
756,0.022051407
757,0.024230024
758,0.04876853
759,0.01699626
760,0.10099427
761,0.05838582
762,0.008844659
763,0.11591783
764,0.0017331138
765,0.15211016
766,0.003444483
767,0.007788908
768,0.100721106
769,0.06820888
770,0.09330025
771,0.048299465
772,0.015275273
773,0.06695392
774,0.002293947
775,0.0974422
776,0.29706436
777,0.013666204
778,0.01862273
779,0.045435913
780,0.0019702353
781,0.22842589
782,0.27655986
783,0.04870819
784,0.02373979
785,0.003347043
786,0.12888397
787,0.0415864
788,0.10847974
789,0.05830513
790,0.03739347
791,0.0554768
792,0.05544664
793,0.073159486
794,0.002526137
795,0.042977776
796,0.052516077
797,0.020100582
798,0.10989629
799,0.023499314
800,0.0011240606
801,0.010361108
802,0.17740153
803,0.100019805
804,0.0020514666
805,0.039140034
806,0.16724287
807,0.005475049
808,0.10900169
809,0.09376658
810,0.044446282
811,0.011764736
812,0.0119632
813,0.032094005
814,0.06517129
815,0.33517012
816,0.27606776
817,0.17152885
818,0.02134108
819,0.063038476
820,0.023899417
821,0.017544001
822,0.03497658
823,0.14384408
824,0.12987885
825,0.17221399
826,0.046657898
827,0.040895905
828,0.0037926717
829,0.021871176
830,0.11972135
831,0.0008559716
832,0.03158357
833,0.034379657
834,0.01371116
835,0.01368884
836,0.024231326
837,0.17279458
838,0.22855048
839,0.09428613
840,0.060197655
841,0.02402004
842,0.036368076
843,0.16779916
844,0.32670766
845,0.0031127038
846,0.10906954
847,0.037096582
848,0.06386192
849,0.042703588
850,0.00606412
851,0.04860872
852,0.27013016
853,0.017590696
854,0.020566592
855,0.19426636
856,0.013376011
857,0.0037783612
858,0.014826591
859,0.090191744
860,0.13943046
861,0.11278758
862,0.04119147
863,0.006452243
864,0.039984092
865,0.100865826
866,0.053289212
867,0.1872325
868,0.5934034
869,0.08749828
870,0.09135137
871,0.021873007
872,0.080082
873,0.06483207
874,0.0023845308
875,0.021476503
876,0.086901546
877,0.07526344
878,0.027438974
879,0.0732328
880,0.009609656
881,0.1864197
882,0.029229088
883,0.3140999
884,0.012375465
885,0.0016473313
886,0.07802654
887,0.004083353
888,0.06371672
889,0.0027382073
890,0.0014038726
891,0.051091842
892,0.03798115
893,0.002668577
894,0.011157179
895,0.085502364
896,0.050761487
897,0.01457099
898,0.1603397
899,0.0063301544
900,0.23187417
901,0.10852638
902,0.1298238
903,0.0463655
904,0.11975678
905,0.02176916
906,0.23035842
907,0.01932413
908,0.02976795
909,0.088586226
910,0.015916374
911,0.01738319
912,0.21782826
913,0.0131797055
914,0.040092938
915,0.20007233
916,0.8993368
917,0.033012044
918,0.22733705
919,0.030794572
920,0.0886886
921,0.029418772
922,0.13468325
923,0.007007358
924,0.0082176095
925,0.07923937
926,0.042557217
927,0.0036722647
928,0.09447495
929,0.123761795
930,0.07158469
931,0.010291235
932,0.030723246
933,0.08687031
934,0.004119613
935,0.2346142
936,0.03941394
937,0.10031316
938,0.030788615
939,0.07540373
940,0.0112983715
941,0.0055141146
942,0.0051616183
943,0.08630402
944,0.005512522
945,0.041121356
946,0.05383455
947,0.034740925
948,0.004003201
949,0.15666832
950,0.024730986
951,0.0503649
952,0.0054887305
953,0.0071651735
954,0.0101805935
955,0.02689661
956,0.013002646
957,0.04510532
958,0.028002886
959,0.20577434
960,0.013098876
961,0.22110027
962,0.02540734
963,0.24258932
964,0.018081341
965,0.0046550855
966,0.010420447
967,0.3016222
968,0.07969698
969,0.0522793
970,0.042112604
971,0.035763375
972,0.014456872
973,0.0033509235
974,0.17042038
975,0.048133712
976,0.3120513
977,0.0051503405
978,0.009829248
979,0.046535753
980,0.10633953
981,0.02008399
982,0.019543972
983,0.09711251
984,0.0019156584
985,0.03769628
986,0.04097501
987,0.057240237
988,0.0054344432
989,0.023722276
990,0.018039457
991,0.027726486
992,0.13008942
993,0.16527167
994,0.050269276
995,0.0028934677
996,0.12127669
997,0.0015961045
998,0.1848954
999,0.11980649
1000,0.029095335
1001,0.008079395
1002,0.034160428
1003,0.11188997
1004,0.010964436
1005,0.067010865
1006,0.00029469797
1007,0.16880497
1008,0.022687115
1009,0.055460475
1010,0.2605957
1011,0.0016157066
1012,0.0301358
1013,0.08444299
1014,0.02414808
1015,0.056304947
1016,0.020960873
1017,0.0068758475
1018,0.03790907
1019,0.02505538
1020,0.03606471
1021,0.16878307
1022,0.051998816
1023,0.007140436
1024,0.016337546
1025,0.107067995
1026,0.0026499813
1027,0.116895184
1028,0.011375799
1029,0.0064968327
1030,0.037903972
1031,0.0014056286
1032,0.036433607
1033,0.019331323
1034,0.031944815
1035,0.00964373
1036,0.015379018
1037,0.0019306835
1038,0.05572731
1039,0.05382367
1040,0.077394925
1041,0.080465294
1042,0.01610279
1043,0.017596515
1044,0.0005152839
1045,0.23757556
1046,0.08058765
1047,0.109519646
1048,0.0026791107
1049,0.004136631
1050,0.09813459
1051,0.01748
1052,0.05926123
1053,0.0069043282
1054,0.015087112
1055,0.015390625
1056,0.17957628
1057,0.03025651
1058,0.08096154
1059,0.12949981
1060,0.0917538
1061,0.04788157
1062,0.00241102
1063,0.03866334
1064,0.014384694
1065,0.005958628
1066,0.117816605
1067,0.0100112455
1068,0.03449608
1069,0.021282077
1070,0.016046861
1071,0.008629157
1072,0.13324888
1073,0.0046877903
1074,0.08005218
1075,0.0060817897
1076,0.010829017
1077,0.16701163
1078,0.30504405
1079,0.027154382
1080,0.046251297
1081,0.08757641
1082,0.01805681
1083,0.029585458
1084,0.034866765
1085,0.015686736
1086,0.026739098
1087,0.019495271
1088,0.11270718
1089,0.20274684
1090,0.007266946
1091,0.08932644
1092,0.21423566
1093,0.16074385
1094,0.0054921857
1095,0.049531475
1096,0.18633024
1097,0.047934193
1098,0.2356183
1099,0.015476567
1100,0.00787873
1101,0.0033046892
1102,0.24973665
1103,0.089765765
1104,0.1070734
1105,0.021936608
1106,0.045657102
1107,0.14827256
1108,0.06016784
1109,0.05850617
1110,0.19374956
1111,0.0602603
1112,0.039163433
1113,0.12064035
1114,0.0076824804
1115,0.046625502
1116,0.021356063
1117,0.01423201
1118,0.05617968
1119,0.0048364303
1120,0.011405868
1121,0.01837802
1122,0.001958848
1123,0.12915882
1124,0.08613237
1125,0.0059993686
1126,0.10332972
1127,0.0024766983
1128,0.0024396006
1129,0.031491492
1130,0.044486158
1131,0.007833099
1132,0.014720293
1133,0.01993495
1134,0.08057685
1135,0.18880337
1136,0.21830793
1137,0.044276338
1138,0.034280732
1139,0.0008086024
1140,0.11177305
1141,0.006126197
1142,0.3169052
1143,0.21732782
1144,0.037534527
1145,0.2675902
1146,0.03162736
1147,0.050248932
1148,0.23535326
1149,0.43963996
1150,0.12349008
1151,0.017810268
1152,0.019950189
1153,0.0006636786
1154,0.023724739
1155,0.019920468
1156,0.20498778
1157,0.05040186
1158,0.27745166
1159,0.00267263
1160,0.08393769
1161,0.07656452
1162,0.055264045
1163,0.08433152
1164,0.004093822
1165,0.015349731
1166,0.020917788
1167,0.019483138
1168,0.023172643
1169,0.06856625
1170,0.028171415
1171,0.00892172
1172,0.06533056
1173,0.047909215
1174,0.0044178413
1175,0.013058592
1176,0.02573646
1177,0.025481045
1178,0.05015034
1179,0.27522907
1180,0.031945854
1181,0.008380667
1182,0.09651436
1183,0.12056934
1184,0.0031953661
1185,0.027738068
1186,0.1671445
1187,0.016190821
1188,0.75306976
1189,0.08404311
1190,0.0028178375
1191,0.0035648963
1192,0.012861423
1193,0.02635309
1194,0.039442953
1195,0.022948928
1196,0.025942516
1197,0.021335712
1198,0.060354993
1199,0.02096493
1200,0.029255895
1201,0.058992792
1202,0.022080012
1203,0.09703356
1204,0.03483504
1205,0.03964164
1206,0.005903483
1207,0.13436326
1208,0.05593976
1209,0.020697368
1210,0.049902808
1211,0.0764505
1212,0.084211454
1213,0.07022759
1214,0.0065056286
1215,0.09852989
1216,0.20766817
1217,0.0009661986
1218,0.06129454
1219,0.4301671
1220,0.04010113
1221,0.024010507
1222,0.04389541
1223,0.045993805
1224,0.08163249
1225,0.0006275995
1226,0.049794335
1227,0.10365404
1228,0.011008046
1229,0.03223798
1230,0.04372905
1231,0.019790662
1232,0.14648236
1233,0.1848954
1234,0.0012476399
1235,0.009380597
1236,0.12312938
1237,0.0077436604
1238,0.024790665
1239,0.088703565
1240,0.28964835
1241,0.021320667
1242,0.009734004
1243,0.07048922
1244,0.042602874
1245,0.00046125092
1246,0.16598997
1247,0.24654871
1248,0.044251263
1249,0.019338103
1250,0.1155386
1251,0.26022723
1252,0.013530003
1253,0.033258308
1254,0.00797915
1255,0.28095695
1256,0.020524183
1257,0.031774316
1258,0.50228745
1259,0.01694948
1260,0.0060319244
1261,0.019081056
1262,0.013163784
1263,0.090223365
1264,0.027624838
1265,0.08992259
1266,0.24266621
1267,0.047786336
1268,0.007352321
1269,0.003699647
1270,0.008702363
1271,0.1543138
1272,0.012514236
1273,0.17635828
1274,0.0033272235
1275,0.0075577456
1276,0.0048212972
1277,0.014331668
1278,0.01662716
1279,0.033439193
1280,0.23687005
1281,0.11614648
1282,0.033881273
1283,0.044667225
1284,0.11484728
1285,0.00646413
1286,0.010435879
1287,0.008966736
1288,0.01978667
1289,0.0026641847
1290,0.12949346
1291,0.005202091
1292,0.010134587
1293,0.0049878703
1294,0.065918155
1295,0.013507518
1296,0.018777674
1297,0.025169
1298,0.02198282
1299,0.32806912
1300,0.0058272895
1301,0.25726202
1302,0.029875731
1303,0.13132514
1304,0.10007637
1305,0.08293181
1306,0.011919289
1307,0.016523441
1308,0.066705026
1309,0.0041136
1310,0.012947295
1311,0.09303642
1312,0.02843536
1313,0.16308075
1314,0.0015900848
1315,0.011563485
1316,0.0025481284
1317,0.27585378
1318,0.02508378
1319,0.05252229
1320,0.206995
1321,0.00837999
1322,0.20201655
1323,0.02593678
1324,0.39490718
1325,0.029327273
1326,0.024817033
1327,0.26297402
1328,0.08396039
1329,0.004282851
1330,0.00566538
1331,0.029718513
1332,0.0026675975
1333,0.2567439
1334,0.07613379
1335,0.047678214
1336,0.02211238
1337,0.1517386
1338,0.006111979
1339,0.024205199
1340,0.012761548
1341,0.11186369
1342,0.0027552708
1343,0.024854755
1344,0.0014659502
1345,0.21752344
1346,0.062286463
1347,0.006589322
1348,0.072258055
1349,0.03190786
1350,0.18290539
1351,0.054277774
1352,0.008623498
1353,0.012190934
1354,0.05975793
1355,0.099656984
1356,0.13386337
1357,0.019177016
1358,0.039555404
1359,0.00038122086
1360,0.036828443
1361,0.08911692
1362,0.10177236
1363,0.020917574
1364,0.13126944
1365,0.013168572
1366,0.08354325
1367,0.02561305
1368,0.12550603
1369,0.11645286
1370,0.018840065
1371,0.054912407
1372,0.29005235
1373,0.009410597
1374,0.11244415
1375,0.10466181
1376,0.002051454
1377,0.059776995
1378,0.1752418
1379,0.024414923
1380,0.001805738
1381,0.029369064
1382,0.02106313
1383,0.07258002
1384,0.0053276755
1385,0.05181527
1386,0.08279854
1387,0.07930858
1388,0.024804285
1389,0.073642954
1390,0.0046514594
1391,0.010132669
1392,0.19381367
1393,0.021884961
1394,0.027424917
1395,0.25557917
1396,0.0068998868
1397,0.04596855
1398,0.007666916
1399,0.08861911
1400,0.01993828
1401,0.08423771
1402,0.017466797
1403,0.22587891
1404,0.31711084
1405,0.0047704
1406,0.0909231
1407,0.069795206
1408,0.016788615
1409,0.11013341
1410,0.17397666
1411,0.0050764666
1412,0.010733396
1413,0.030862067
1414,0.04671575
1415,0.054055598
1416,0.0675278
1417,0.0065530147
1418,0.21034847
1419,0.0066762064
1420,0.2535211
1421,0.0378283
1422,0.0045826696
1423,0.019081056
1424,0.004067993
1425,0.09970874
1426,0.006419995
1427,0.08830283
1428,0.0075696716
1429,0.12289172
1430,0.13569033
1431,0.0014136927
1432,0.8757337
1433,0.073076434
1434,0.26758918
1435,0.038358532
1436,0.039445635
1437,0.021926891
1438,0.006846125
1439,0.0060621807
1440,0.1167891
1441,0.044986002
1442,0.23977317
1443,0.06869337
1444,0.034177467
1445,0.019951396
1446,0.18569979
1447,0.03096879
1448,0.0153161185
1449,0.02631521
1450,0.0092874775
1451,0.022725698
1452,0.057746414
1453,0.009221016
1454,0.04211288
1455,0.028637884
1456,0.014405519
1457,0.023025032
1458,0.030194195
1459,0.0066829296
1460,0.092683084
1461,0.36361778
1462,0.09552746
1463,0.2167759
1464,0.07714008
1465,0.014589288
1466,0.18600066
1467,0.028633598
1468,0.0453153
1469,0.03467616
1470,0.056518745
1471,0.16734703
1472,0.09360887
1473,0.06108212
1474,0.13991128
1475,0.07000005
1476,0.12517637
1477,0.057340287
1478,0.014439891
1479,0.027884278
1480,0.016478427
1481,0.027937224
1482,0.3807312
1483,0.07277453
1484,0.005300683
1485,0.003180025
1486,0.059494644
1487,0.0020924888
1488,0.017292088
1489,0.032124896
1490,0.017577205
1491,0.1260674
1492,0.16907589
1493,0.040927835
1494,0.085468575
1495,0.19726767
1496,0.0027198237
1497,0.003403615
1498,0.008968871
1499,0.033448473
1500,0.013350637
1501,0.046029516
1502,0.03358138
1503,0.017927542
1504,0.010730414
1505,0.022060823
1506,0.014705838
1507,0.0149675375
1508,0.025150059
1509,0.033591487
1510,0.057882346
1511,0.123350255
1512,0.051797707
1513,0.062677436
1514,0.029291129
1515,0.08370382
1516,0.040286146
1517,0.009267045
1518,0.17700978
1519,0.016274903
1520,0.08950513
1521,0.0017254065
1522,0.10754472
1523,0.008029901
1524,0.028418168
1525,0.056750365
1526,0.014313701
1527,0.006977173
1528,0.005841439
1529,0.017760847
1530,0.023654327
1531,0.008187701
1532,0.08603918
1533,0.01452688
1534,0.006126215
1535,0.07108511
1536,0.0019135464
1537,0.115453355
1538,0.09289874
1539,0.066070974
1540,0.008988342
1541,0.083899125
1542,0.13721262
1543,0.04466175
1544,0.21074907
1545,0.056327436
1546,0.061340235
1547,0.013345701
1548,0.11185412
1549,0.011956754
1550,0.06131656
1551,0.11262043
1552,0.053268984
1553,0.044098902
1554,0.16401695
1555,0.16078724
1556,0.010081665
1557,0.007160954
1558,0.104914926
1559,0.058733176
1560,0.0034466952
1561,0.0035874918
1562,0.019735118
1563,0.001079283
1564,0.28536546
1565,0.104344755
1566,0.01040549
1567,0.009927206
1568,0.044813253
1569,0.09992933
1570,0.04621026
1571,0.021603314
1572,0.13828778
1573,0.033380248
1574,0.0015984108
1575,0.009212964
1576,0.03255502
1577,0.03738773
1578,0.010240334
1579,0.0024765523
1580,0.12226489
1581,0.04428767
1582,0.005747461
1583,0.004179592
1584,0.0060797203
1585,0.04156644
1586,0.0039864387
1587,0.015678773
1588,0.010493057
1589,0.2969843
1590,0.020757807
1591,0.6449571
1592,0.011136727
1593,0.006092588
1594,0.15333882
1595,0.042056747
1596,0.024720263
1597,0.05096208
1598,0.28909147
1599,0.30303705
1600,0.2189062
1601,0.013690224
1602,0.028653556
1603,0.01504364
1604,0.07700549
1605,0.01992322
1606,0.14607942
1607,0.006246475
1608,0.017373636
1609,0.0054348405
1610,0.010312397
1611,0.19125372
1612,0.028561292
1613,0.015439838
1614,0.042058874
1615,0.017086262
1616,0.014160054
1617,0.0496039
1618,0.02396054
1619,0.0033590135
1620,0.027848924
1621,0.11746274
1622,0.045019016
1623,0.017854031
1624,0.037951272
1625,0.011259176
1626,0.0034720297
1627,0.11346894
1628,0.02601436
1629,0.06464792
1630,0.14436571
1631,0.03706635
1632,0.046401538
1633,0.0042457986
1634,0.025317224
1635,0.0141484495
1636,0.0020609382
1637,0.0023822575
1638,0.0019098095
1639,0.028062819
1640,0.00068576937
1641,0.00040437395
